,"Item","Description","Type","Cost","Price","Sales Tax Code","Quantity On Hand","Quantity On Sales Order","Reorder Pt (Min)","Quantity On Purchase Order","Preferred Vendor"
,"NRU Series:AC-AR0147-H60-2203","AC-AR0147-H60-2203..GMSL 1MP CMOS 1/4"""" Camera, Sensor: OnSemi AR0147, ISP: OnSemi AP0101, 1280H...","Inventory Part",244.00,305.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-AR0147-H90","AC-AR0147-H90..On Semi AR0147 CMOS sensor camera; 1280x720 @30fps; LFM; HFOV 197, IP67; male FAK...","Inventory Part",244.00,305.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-AR0147-H90-2203","AC-AR0147-H90-2203..GMSL 1MP CMOS 1/4"" Camera, Sensor: OnSemi AR0147, ISP: OnSemi AP0101, 1280H ...","Inventory Part",244.00,305.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-AR0231-H120","AC-AR0231-H120..Camera SG1-AR0231RGB-0202-GMSL-H120. Industrial computer accessory...","Inventory Part",256.00,320.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-AR0231-H60","AC-AR0231-H60..Camera SG1-AR0231RGB-0202-GMSL-H60. Industrial computer accessory...","Inventory Part",256.00,320.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-AR0233-H120","AC-AR0233-H120..Onsemi AR0233 CMOS sensor camera; 1920x1080 @30fps; LFM; HFOV 118°; IP67; -40°C ...","Inventory Part",332.00,415.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-AR0233-H120-60FPS","AC-AR0233-H120-60FPS..Onsemi AR0233 CMOS sensor camera; 1920x1080 @60fps; LFM; HFOV 118°; IP67; ...","Inventory Part",484.00,605.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-AR0233-H60-60FPS","AC-AR0233-H60-60FPS..Onsemi AR0233 CMOS sensor camera; 1920x1080 @60fps; LFM; HFOV 60°; IP67; -4...","Inventory Part",484.00,605.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-AR0234-H98-D3","AC-AR0234-H98-D3..D3 Camera, D3CMC74N-089-084-S, D3CM, 234, RGGB, 9295, 98 HFOV, 660. Industrial...","Inventory Part",539.00,675.00,"Tax",1,0,"",0,
,"NRU Series:AC-IMX390-H120","AC-IMX390-H120..Sony IMX390 CMOS sensor camera; 1920x1080 @30fps; LFM; HFOV 120.6°; IP67+IP69K; ...","Inventory Part",412.00,515.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-IMX390-H190","AC-IMX390-H190..Sony IMX390 CMOS sensor camera; 1920x1080 @30fps; LFM; HFOV 186°; IP67+IP69K; -4...","Inventory Part",412.00,515.00,"Tax",4,4,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-IMX390-H60","AC-IMX390-H60..Sony IMX390 CMOS sensor camera; 1920x1080 @30fps; LFM; HFOV 63.9°; IP67+IP69K; -4...","Inventory Part",412.00,515.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-IMX490-H120","AC-IMX490-H120..GMSL2 5.36MP CMOS 1/1.55"" Camera, Sensor: Sony IMX490, ISP: GeoSemi GW5300, 2880...","Inventory Part",600.00,750.00,"Tax",1,1,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-IMX490-H30","AC-IMX490-H30..GMSL2 5.36MP CMOS 1/1.55"" Camera, Sensor: Sony IMX490, ISP: GeoSemi GW5300, 2880H...","Inventory Part",600.00,750.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-IMX490-H60","AC-IMX490-H60..GMSL2 5.36MP CMOS 1/1.55"" Camera, Sensor: Sony IMX490, ISP: GeoSemi GW5300, 2880H...","Inventory Part",600.00,750.00,"Tax",1,3,"",2,"Neousys Technology Incorp."
,"NRU Series:AC-ISX031-H120","AC-ISX031-H120..GMSL2 2.95MP CMOS 1/2.42"" Camera, Sensor: Sony ISX031 in-built ISP, H120.6°, TV ...","Inventory Part",364.00,455.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AC-ISX031-H190","AC-ISX031-H190..GMSL2 2.95MP CMOS 1/2.42"" Camera, Sensor: Sony ISX031 in-built ISP, H195.9°, TV ...","Inventory Part",364.00,455.00,"Tax",20,34,"",14,"Neousys Technology Incorp."
,"NRU Series:AC-ISX031-H60","AC-ISX031-H60..GMSL2 2.95MP CMOS 1/2.42"" Camera, Sensor: Sony ISX031 in-built ISP, H63.9°, TV li...","Inventory Part",364.00,455.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:AccsyBx-RPnl-5Ant-NRU240S-AWP","AccsyBx-RPnl-5Ant-NRU240S-AWP..Accessory box kit for NRU-240S-AWP, including customized Rear Pan...","Inventory Part",30.00,38.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:Cbl-FAKRA-ZFM-ZFM-12M","Cbl-FAKRA-ZFM-ZFM-12M..Waterproof FAKRA Z-code Female to Waterproof FAKRA Z-code Female, Length ...","Inventory Part",28.00,35.00,"Tax",10,0,"",0,"Neousys Technology Incorp."
,"NRU Series:Cblkit-BP-NRU-230V-AWP","Cblkit-BP-NRU-230V-AWP..NRU-230V-AWP back panel cable kit, including 8x Cbl-FAKRA-ZFM-ZFM-12M. I...","Inventory Part",224.00,280.00,"Tax",4,113,"",109,"Neousys Technology Incorp."
,"NRU Series:Cblkit-FLYC-300","Cblkit-FLYC-300..Cblkit-FLYC-300, including 1x JST to USB2.0 cable and 6x JST to dupont terminal...","Inventory Part",16.00,20.00,"Tax",0,2,"",2,"Neousys Technology Incorp."
,"NRU Series:Cblkit-FP-NRU-230V-AWP_NRU-240S","Cblkit-FP-NRU-230V-AWP_NRU-240S-AWP..NRU-230V-AWP or NRU-240S-AWP front panel cable kit, includi...","Inventory Part",176.00,220.00,"Tax",6,117,"",111,"Neousys Technology Incorp."
,"NRU Series:Cblkit-NRU-161V-AWP","Cblkit-NRU-161V-AWP..NRU-161V-AWP cable kit, including 6x Cbl-FAKRA-ZFM-ZFM-12M, 1xCbl-M12X8M-RJ...","Inventory Part",230.00,287.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:Cblkit-NRU-162S-AWP","Cblkit-NRU-162S-AWP..NRU-162S-AWP cable kit, including 5xCbl-M12X8M-RJ45F-100CM, 1xCbl-M12A8M-2U...","Inventory Part",139.00,174.00,"Tax",0,1,"",1,"Neousys Technology Incorp."
,"NRU Series:Cblkit-NRU-172S-PPC","Cblkit-NRU-172S-PPC..NRU-172S-PPC cable kit, including: 5xCbl-M12X8M-RJ45F-100CM, 1xCbl-M12A8M-2...","Inventory Part",123.00,154.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:FK-FF-CABLE-15M","FK-FF-CABLE-15M..FAKRA cable, FAKRA Z code female to FAKRA Z code female, Length: 1500CM, Waterp...","Inventory Part",30.00,38.00,"Tax",25,20,"",0,"Neousys Technology Incorp."
,"NRU Series:FK-FF-CABLE-7M","FK-FF-CABLE-7M..7M FAKRA Cable. Industrial computer accessory...","Inventory Part",16.00,20.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:FLYC-300-EC","FLYC-300-EC..Lightweight Drone Mission Computer powered by NVIDIA OrinTM NX with 2x LAN, 2x USB3...","Inventory Part",304.00,340.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:FLYC-300-EC-JON16-NS","FLYC-300-EC-JON16-NS..FLYC-300 platform, NVIDIA® Jetson Orin™ NX 16GB module, and Metal Enclosur...","Inventory Part",968.00,1207.00,"Tax",0,29,"",29,"Neousys Technology Incorp."
,"NRU Series:FLYC-300-EC-JON8-256GB","FLYC-300-EC-JON8-256GB..FLYC-300 platform, NVIDIA® Jetson Orin™ NX8GB module, 256GB NVMe with pr...","Inventory Part",756.00,929.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:FLYC-300-EC-JON8-NS","FLYC-300-EC-JON8-NS..FLYC-300 platform, NVIDIA® Jetson Orin™ NX 8GB module, and Metal Enclosure....","Inventory Part",732.00,912.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:FLYC-300-JON16-512GB","FLYC-300-JON16-512GB..FLYC-300 platform, NVIDIA® Jetson Orin™ NX16GB module, 512GB NVMe with pre...","Inventory Part",1011.00,1235.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:FLYC-300-JON16-EC(EA)-NS","FLYC-300-JON16-EC(EA)-NS..FLYC-300 platform, NVIDIA® Jetson Orin™ NX 16GB module, and Metal Encl...","Inventory Part",949.00,1170.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:FLYC-300-JON16-NS","FLYC-300-JON16-NS..FLYC-300 platform, NVIDIA® Jetson Orin™ NX16GB module...* Need select NVMe SS...","Inventory Part",926.00,1150.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:FPnl-2M12-NRU-160-AWP series","FPnl-2M12-NRU-160-AWP series..Front Panel of NRU-160-AWP series with 2x M12. Industrial computer...","Inventory Part",24.00,30.00,"Tax",0,10,"",10,"Neousys Technology Incorp."
,"NRU Series:FPnl-3Ant-of NRU-160-AWP series","FPnl-3Ant-of NRU-160-AWP series..(3ANT)Front Panel of NRU-160-AWP series with 3x antenna holes. ...","Inventory Part",24.00,30.00,"Tax",0,2,"",2,"Neousys Technology Incorp."
,"NRU Series:FPnl-5Ant-NRU230V-AWP","FPnl-5Ant-NRU230V-AWP..(5ANT)Front Panel of NRU-230V-AWP with 5x antenna holes. Industrial compu...","Inventory Part",24.00,30.00,"Tax",0,3,"",3,"Neousys Technology Incorp."
,"NRU Series:GC-J-A64GB-O-Industrial-Nvidia","GC-Jetson-AGX64GB-Orin-Industrial-Nvidia..Jetson AGX Orin Industrial 64GB Module, Ampere GPU(204...","Inventory Part",2440.00,3050.00,"Tax",3,3,"",0,
,"NRU Series:GC-Jetson-AGX-Xavier-Nvidia","GC-Jetson-AGX-Xavier-Nvidia..NVIDIA Jetson AGX Xavier 32GB Module w/ 512 CUDA Cores, 64 Tensor C...","Inventory Part",896.00,1120.00,"Tax",0,0,"",0,
,"NRU Series:GC-Jetson-AGX32GB-Orin-Nvidia","GC-Jetson-AGX32GB-Orin-Nvidia..NVIDIA Jetson AGX Orin 32GB Module w/ 1792 CUDA Cores, 56 Tensor ...","Inventory Part",1000.00,1250.00,"Tax",10,3,"",0,
,"NRU Series:GC-Jetson-AGX64GB-Orin-Nvidia","GC-Jetson-AGX64GB-Orin-Nvidia..NVIDIA Jetson AGX Orin 64GB Module w/ 2048 CUDA Cores, 64 Tensor ...","Inventory Part",1800.00,2250.00,"Tax",4,9,"",6,
,"NRU Series:GC-Jetson-AGXi-Xavier-NVIDIA","GC-Jetson-AGXi-Xavier-NVIDIA..NVIDIA Jetson AGX Xavier Industrial 32GB Module w/ 512 CUDA Cores,...","Inventory Part",1272.00,1590.00,"Tax",0,0,"",0,
,"NRU Series:GC-Jetson-NX-Xavier-Nvidia","GC-Jetson-NX-Xavier-Nvidia..NVIDIA Jetson Xavier NX 8GB Module w/ 384 CUDA Cores, 48 Tensor Core...","Inventory Part",416.00,520.00,"Tax",1,0,"",0,
,"NRU Series:GC-Jetson-NX16G-Orin-Nvidia","GC-Jetson-NX16G-Orin-Nvidia..NVIDIA Jetson Orin NX 16GB Module w/ 1024 CUDA Cores, 32 Tensor Cor...","Inventory Part",664.00,830.00,"Tax",1,38,"",38,"Neousys Technology Incorp."
,"NRU Series:GC-Jetson-NX16GB-Xavier-Nvidia","GC-Jetson-NX16GB-Xavier-Nvidia..NVIDIA Jetson Xavier NX 16GB Module w/ 384 CUDA Cores, 48 Tensor...","Inventory Part",520.00,650.00,"Tax",0,0,"",0,"Arrow Electronics, Inc."
,"NRU Series:GC-Jetson-NX8G-Orin-Nvidia","GC-Jetson-NX8G-Orin-Nvidia..Jetson Orin NX 8GB Module, Ampere GPU(1024 CUDA Core+32 Tensor Core)...","Inventory Part",428.00,535.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-110V","NRU-110V..NVIDIA® Jetson AGX Xavier™ edge AI platform supporting 8x GMSL automotive cameras and ...","Inventory Part",872.00,995.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-110V-AGX32G","NRU-110V-AGX32G..NRU-110V platform and NVIDIA® Jetson Xavier AGX 32GB Module with pre-installed ...","Inventory Part",1768.00,2115.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-110V-JAXI32GB","NRU-110V-JAXI32GB..NRU-110V platform and NVIDIA® Jetson Xavier AGX 32GB Industrial Module with p...","Inventory Part",2144.00,2585.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-110V(EA)","NRU-110V(EA)..NVIDIA® Jetson AGX Xavier™ edge AI platform supporting 8x GMSL automotive cameras ...","Inventory Part",755.00,944.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-120S","NRU-120S..NVIDIA® Jetson AGX Xavier™ GPU Accelerator for Video Streaming and Inference...","Inventory Part",617.00,700.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-120S-AGX32G","NRU-120S-AGX32G..NRU-120S, NVIDIA® Jetson AGX Xavier™ GPU Accelerator for Video Streaming and In...","Inventory Part",1513.00,1820.00,"Tax",0,1,"",1,"Neousys Technology Incorp."
,"NRU Series:NRU-120S-BFR-BB","NRU-120S-BFR-BB ..NVIDIA® Jetson AGX Xavier™ AI NVR for Intelligent Video Analytic w/ customized...","Inventory Part",680.00,860.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-120S-F","NRU-120S-F..NVIDIA® Jetson AGX Xavier™ AI NVR for Intelligent Video Analytics with Fan Kit.","Inventory Part",647.00,735.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-120S-F-AGX32G","NRU-120S-F-AGX32G..NVIDIA® Jetson AGX Xavier™ AI NVR for Intelligent Video Analytics with Fan Ki...","Inventory Part",1543.00,1855.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-120S-JAXI32GB","NRU-120S-JAXI32GB..NRU-120S, NVIDIA® Jetson AGX Xavier™ GPU Accelerator for Video Streaming and ...","Inventory Part",1889.00,2290.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-120S(EA)","NRU-120S(EA)..NVIDIA® Jetson AGX Xavier™ AI NVR for Intelligent Video Analytic.","Inventory Part",640.00,800.00,"Tax",1,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-154-JON16","NRU-154-JON16..NRU-154PoE-FT barebone, NVIDIA® Jetson Orin™ NX 16GB module, and 128GB NVMe with ...","Inventory Part",1032.00,1285.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-154-JON16-NS","NRU-154-JON16-NS..NRU-154PoE-FT barebone, NVIDIA® Jetson Orin™ NX 16GB module...* Need select NV...","Inventory Part",1004.00,1275.00,"Tax",4,1,"",1,"Neousys Technology Incorp."
,"NRU Series:NRU-154-JON16(EA)","NRU-154-JON16(EA)..NRU-154PoE-FT barebone, NVIDIA® Jetson Orin™ NX 16GB module, and 128GB NVMe w...","Inventory Part",1032.00,1285.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-154-JON8-NS","NRU-154-JON8-NS..NRU-154PoE-FT barebone, NVIDIA® Jetson Orin™ NX 8GB module...* Need select NVMe...","Inventory Part",768.00,980.00,"Tax",1,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-156-JON16-NS","NRU-156-JON16-NS..NRU-156U3-FT barebone, NVIDIA® Jetson Orin™ NX 16GB module...* Need select NVM...","Inventory Part",978.00,1190.00,"Tax",0,1,"",1,"Neousys Technology Incorp."
,"NRU Series:NRU-156-JON8-128GB","NRU-156-JON8-128GB..NRU-156U3-FT barebone, NVIDIA® Jetson Orin™ NX 8GB module, and 128GB NVMe wi...","Inventory Part",752.00,932.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-156-JON8-NS","NRU-156-JON8-NS..NRU-156U3-FT barebone, NVIDIA® Jetson Orin™ NX 8GB module...* Need select NVMe ...","Inventory Part",722.00,930.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-156U3-FT-JON16-128GB","NRU-156U3-FT-JON16-128GB..NRU-156U3-FT barebone, NVIDIA® Jetson Orin™ NX 16GB module, and 128GB ...","Inventory Part",1008.00,1227.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-161V-AWP","NRU-161V-AWP..IP66 NVIDIA® Jetson Orin™ NX / Orin™ Nano Computer with 6x GMSL2.","Inventory Part",676.00,770.00,"Tax",0,2,"",2,"Neousys Technology Incorp."
,"NRU Series:NRU-161V-AWP-JON16-NS","NRU-161V-AWP-JON16-NS..IP66 NVIDIA® Jetson Orin™ NX 16GB Computer with 6x GMSL2...* Need to sele...","Inventory Part",1340.00,1625.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-162S-AWP","NRU-162S-AWP..IP66 NVIDIA® Jetson Orin™ NX / Orin™ Nano Computer with 4x PoE+ GbE. Industrial Co...","Inventory Part",549.00,620.00,"Tax",1,35,"",35,"Neousys Technology Incorp."
,"NRU Series:NRU-162S-AWP-JON16-CA02-25","NRU-162S-AWP-JON16-CA02-25..IP66 NVIDIA® Jetson Orin™ NX 16GB Computer with 4x PoE+ GbE, includi...","Inventory Part",1252.00,1566.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-162S-AWP-JON16-NS","NRU-162S-AWP-JON16-NS..IP66 NVIDIA® Jetson Orin™ NX 16GB Computer with 4x PoE+ GbE. ..*Need to s...","Inventory Part",1213.00,1475.00,"Tax",0,5,"",5,"Neousys Technology Incorp."
,"NRU Series:NRU-162S-AWP-RH(EA)","NRU-162S-AWP-RH(EA)..IP66 NVIDIA® Jetson Orin™ NX / Orin™ Nano Computer with 4x PoE+ GbE and cus...","Inventory Part",615.00,775.00,"Tax",0,1,"",1,"Neousys Technology Incorp."
,"NRU Series:NRU-172S-PPC","NRU-172S-PPC..IP66 NVIDIA® Jetson Orin™ NX / Orin™ Nano Panel PC with 4x PoE+ GbE.","Inventory Part",960.00,1090.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-172S-PPC-JON16-NS","NRU-172S-PPC-JON16-NS..IP66 NVIDIA® Jetson Orin™ NX 16GB Panel PC with 4x PoE+ GbE...*Need to se...","Inventory Part",1624.00,1920.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-220S","NRU-220S..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics.","Inventory Part",637.00,720.00,"Tax",1,1,"",1,"Neousys Technology Incorp."
,"NRU Series:NRU-220S-JAO32G","NRU-220S-JAO32G..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics, including Jets...","Inventory Part",1637.00,1995.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-220S-JAO32G(EA)","NRU-220S-JAO32G(EA)..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics, including ...","Inventory Part",1598.00,1970.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-220S-JAO64G","NRU-220S-JAO64G..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics, including Jets...","Inventory Part",2437.00,2995.00,"Tax",0,6,"",6,"Neousys Technology Incorp."
,"NRU Series:NRU-220S-JAO64G(EA)","NRU-220S-JAO64G(EA)..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics, including ...","Inventory Part",2398.00,2970.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-220S(EA)","NRU-220S(EA)..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics.","Inventory Part",598.00,720.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-220S(EA)-JAO32","NRU-220S(EA)-JAO32..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics, including J...","Inventory Part",1598.00,1970.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-222S","NRU-222S..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE.","Inventory Part",735.00,830.00,"Tax",21,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-222S-JAO32G","NRU-222S-JAO32G..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent Video Analytics with 6x M12 GbE...","Inventory Part",1735.00,2105.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-222S-JAO32G(EA)","NRU-222S-JAO32G(EA)..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent VideoAnalytics with 6x M12 ...","Inventory Part",1690.00,2080.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-222S-JAO64G","NRU-222S-JAO64G..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent VideoAnalytics with 6x M12 GbE ...","Inventory Part",2535.00,3105.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-222S-JAO64G(EA)","NRU-222S-JAO64G(EA)..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent VideoAnalytics with 6x M12 ...","Inventory Part",2490.00,3080.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-222S-UBER(EA)","NRU-222S-UBER(EA)..NRU-222S, including UBER SIM CARD, Adapter-Active-DP-HDMI-BENFEI, GC-Jetson-A...","Inventory Part",2501.00,2848.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-222S(EA)","NRU-222S(EA)..NVIDIA® Jetson AGX Orin™ AI NVR for Intelligent VideoAnalytics with 6x M12 GbE and...","Inventory Part",690.00,830.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-230V-AWP","NRU-230V-AWP..IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x 10GbE p...","Inventory Part",1176.00,1330.00,"Tax",6,13,"",7,"Neousys Technology Incorp."
,"NRU Series:NRU-230V-AWP-JAO32G","NRU-230V-AWP-JAO32G..IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x ...","Inventory Part",2176.00,2580.00,"Tax",2,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-230V-AWP-JAO32G(EA)","NRU-230V-AWP-JAO32G(EA)..IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and...","Inventory Part",2104.00,2580.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-230V-AWP-JAO64G","NRU-230V-AWP-JAO64G..IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and 1x ...","Inventory Part",2976.00,3580.00,"Tax",5,105,"",102,"Neousys Technology Incorp."
,"NRU Series:NRU-230V-AWP-JAO64G(EA)","NRU-230V-AWP-JAO64G(EA)..IP66 NVIDIA® Jetson AGX Orin™ Computer with 8x GMSL2 inputs, 4x GbE and...","Inventory Part",2904.00,3580.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-240S-AWP","NRU-240S-AWP..IP66 NVIDIA® Jetson AGX Orin™ Computer with 4x GbE and 1x 10GbE ports. Industrial ...","Inventory Part",960.00,1090.00,"Tax",2,1,"",1,"Neousys Technology Incorp."
,"NRU Series:NRU-240S-AWP-JAO32G","NRU-240S-AWP-JAO32G..IP66 NVIDIA® Jetson AGX Orin™ Computer with 4x GbE and 1x 10GbE ports, Jets...","Inventory Part",1960.00,2340.00,"Tax",3,2,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-240S-AWP-JAO64G","NRU-240S-AWP-JAO64G..IP66 NVIDIA® Jetson AGX Orin™ Computer with 4x GbE and 1x 10GbE ports, Jets...","Inventory Part",2760.00,3340.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-51V","NRU-51V..Rugged NVIDIA® Jetson Xavier™ NX GMSL2 Camera Sensor Hub.","Inventory Part",549.00,620.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-51V-F-NX8G (EA)","NRU-51V-F-NX8G (EA)..NRU-51V platform and NVIDIA® Jetson Xavier™ NX 8GB module, with pre-install...","Inventory Part",920.00,1206.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-51V-NX16G","NRU-51V-NX16G..NRU-51V platform and NVIDIA® Jetson Xavier™ NX 16GB module, with pre-installed de...","Inventory Part",1069.00,1295.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-51V-NX8G","NRU-51V-NX8G..NRU-51V platform and NVIDIA® Jetson Xavier™ NX 8GB module, with pre-installed devi...","Inventory Part",965.00,1165.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-51V-NX8G (EA)","NRU-51V-NX8G (EA)..NRU-51V platform and NVIDIA® Jetson Xavier™ NX 8GB module, with pre-installed...","Inventory Part",931.00,1140.00,"Tax",1,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-51V (EA)","NRU-51V (EA)..Rugged NVIDIA® Jetson Xavier™ NX GMSL2 Camera Sensor Hub.","Inventory Part",515.00,620.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-51V+","NRU-51V+..Rugged NVIDIA® Jetson Orin™ NX or Xavier™ NX GMSL2 Camera Sensor Hub.","Inventory Part",549.00,620.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
,"NRU Series:NRU-51V+-JON16","[Use New P/N# NRU-51V+-JON16-NS]..NRU-51V+ platform, NVIDIA® Jetson Orin™ NX 16GB module, and 12...","Inventory Part",1207.00,1485.00,"Tax",0,0,"",0,"Neousys Technology Incorp."
